Id,Title,Keywords,Field_Auto,Cluster,Link
484,Bone Marrow Adipose Tissue Is Not Required for Reconstitution of the Immune System Following Irradiation in Male Mice,"['marrow adipose tissue', 'deficient wbb6f1 kit', 'mice determined using', 'immune reconstitution following', 'microcomputed tomography histology', 'minimize energy requirements', 'mice lethally irradiated', 'necropsy revealed excellent', 'stem cells', '1000']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10889206/
485,Simulated Microgravity Promotes Horizontal Gene Transfer of Antimicrobial Resistance Genes between Bacterial Genera in the Absence of Antibiotic Selective Pressure,"['genes bla oxa', 'horizontal gene transfer', 'impact space environment', '500 isaba1 positive', 'adapt survive harsh', 'bacterial communities keywords', 'biosafety level', 'strains', 'using polymerase chain']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8468678/
486,Understanding the Complexities and Changes of the Astronaut Microbiome for Successful Long-Duration Space Missions,"['microbiome astronauts important', 'spaceflight space conditions', 'regulating health behavior', 'review various conditions', 'microbial communities', 'health cognitive function', 'human diseases', 'space missions keywords', 'topics explored pertain']",Microbiome & Life in Space,6,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9031868/
487,Toward sustainable space exploration: a roadmap for harnessing the power of microorganisms.,"['closure microbial biotechnologies', 'sustainability translatable earth', 'establish viable space', 'space waste preservation', 'sustainable development goals', 'finding sustainable approaches', 'united nations', 'goals subject terms', 'ethical considerations', 'earth orbit']",Microbiome & Life in Space,6,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10030976/
488,Roll maneuvers are essential for active reorientation of Caenorhabditis elegans in 3D media,"['forces enhance 3d', '3d locomotion burrowing', 'undulatory locomotion', 'reorient body direction', 'torsion nematode body', 'unique behavioral state', 'caenorhabditis elegans key', 'behavior neuroscience', 'natural environment']",C. Elegans & Muscle Studies,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5910807/
489,Microfluidic Device for Studying Nematodes,"['staged embryos method', 'using filtration obtained', 'functions genetic interactions', 'high throughput', 'nematode caenorhabditis elegans', 'larval development assays', 'experiments require animals', 'use high', 'animals']",C. Elegans & Muscle Studies,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12021249/
490,NemaFlex: A microfluidics-based technology for standardized measurement of muscular strength of C. elegans.,"['muscle biology simple', 'model force generation', 'quantitate', 'score muscular strength', 'high throughput platform', 'based animal behavior', 'develop interventions based', 'strength studies', 'measure quality life', 'patients']",C. Elegans & Muscle Studies,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6057834/
491,"Swim exercise in Caenorhabditis elegans extends neuromuscular and gut healthspan, enhances learning ability, and protects against neurodegeneration","['training enhances animal', 'functional healthspan pharynx', 'promote healthy aging', 'mitochondrial respiration midlife', 'deciphering fundamental mechanisms', 'swim exercise protocol', 'health benefits', 'caenorhabditis elegans', 'disease huntington disease', 'transtissue']",C. Elegans & Muscle Studies,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6876156/
492,Molecular muscle experiment: Hardware and operational lessons for future astrobiology space experiments,"['spaceflight space biology', 'improve experimental design', 'organism caenorhabditis elegans', 'immune systems', 'conducting elegans experiments', 'hardware', 'experimental conditions', 'life earth safely', 'used past available', 'quality data']",Microbiome & Life in Space,6,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7415877/
493,Tart Cherry Increases Lifespan in Caenorhabditis elegans by Altering Metabolic Signaling Pathways,"['longevity related genes', 'tce supplementation increased', 'mitochondrial function oxidative', 'caenorhabditis elegans', 'compared untreated control', 'tart cherry extract', '12 μg ml', 'findings indicate', 'akt']",C. Elegans & Muscle Studies,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7285199/
494,A region of UNC-89 (obscurin) lying between two protein kinase domains is a highly elastic spring required for proper sarcomere organization,"['normal sarcomere organization', '89 isoforms contain', 'reduced muscle', 'unc 89 encodes', 'small body size', 'cas9 create nematodes', 'residues ig domain', 'pharyngeal muscle', 'report major portion']",C. Elegans & Muscle Studies,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9549344/
495,NemaLife chip: a micropillar-based microfluidic culture device optimized for aging studies in crawling C. elegans,"['interventions avoiding swim', 'life culture nematode', 'reduces lifespan', 'report microfluidic device', 'pharyngeal pumping tap', 'terms caenorhabditis elegans', 'lab chip', 'gait locomotion animals', 'survival assays', 'elegans subject terms']",C. Elegans & Muscle Studies,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7530743/
496,Spaceflight affects neuronal morphology and alters transcellular degradation of neuronal debris in adult Caenorhabditis elegans,"['open new tab', 'new tab', 'open new', 'new', 'open', 'tab']",Genomics & Omics Data (GeneLab),4,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7890410/
497,Microfluidics-integrated spaceflight hardware for measuring muscle strength of Caenorhabditis elegans on the International Space Station.,"['microfluidic device allows', 'microgravity changes expression', 'measurement muscle strength', 'safety orbit operations', 'lab chip', 'caenorhabditis elegans', 'animal culture', 'human behaviour', 'subject terms human', 'et al']",C. Elegans & Muscle Studies,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9640571/
498,A Compact Imaging Platform for Conducting C. elegans Phenotypic Assays on Earth and in Spaceflight.,"['elegans phenotyping microfluidics', 'organism caenorhabditis elegans', 'operation housing incubators', 'educational outreach applications', 'simplicity versatility', 'report 3d printed', 'ease use makes', 'finally discuss', 'data conduct']",C. Elegans & Muscle Studies,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9862956/
499,Mitochondrial sulfide promotes life span and health span through distinct mechanisms in developing versus adult treated Caenorhabditis elegans.,"['mechanisms dissociate life', 'components peroxisome metabolism', 'untargeted nagyy4137 100', 'span life span', 'targeted sulfide delivery', 'elt transcription factor', 'treatment rejuvenated', 'caenorhabditis elegans', 'life health', 'interventions']",C. Elegans & Muscle Studies,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10410709/
500,Bisphosphonates attenuate age-related muscle decline in Caenorhabditis elegans.,"['bisphosphonates promote muscle', '48 μm vs', 'caenorhabditis elegans', 'unclear methods using', 'untreated controls', 'life healthspan', '10 100 500', 'methods']",C. Elegans & Muscle Studies,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10751425/
501,Spaceflight Induces Strength Decline in Caenorhabditis elegans,"['omics gene expression', 'worm caenorhabditis elegans', 'assess individual animal', 'putative mechanisms underpinning', 'mitochondrial', 'negative health consequences', 'bz33 strains', 'methods']",C. Elegans & Muscle Studies,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10605753/
502,Metabolic model predictions enable targeted microbiome manipulation through precision prebiotics.,"['microbiome based therapies', 'microbial community', 'caenorhabditis elegans', 'myb11 abundance worm', 'species pseudomonas lurida', 'keywords nutritional supplements', 'numerous health beneficial', 'aminobutyric acid']",C. Elegans & Muscle Studies,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10846184/
503,Transcriptomics analysis reveals molecular alterations underpinning spaceflight dermatology.,"['spaceflight associated skin', 'terms systems biology', 'datasets generated blood', 'repair mitochondrial dysregulation', 'poses unique set', 'health risks', '50 nasa astronauts', 'tuning gene expression', 'guide future research', 'methods']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166967/
504,Identification and characterization of a skin microbiome on Caenorhabditis elegans suggests environmental microbes confer cuticle protection,"['elegans skin microbiomes', 'ecologically relevant microbes', 'microbial sequencing data', 'host cuticle integrity', 'skin research keywords', 'stenotrophomonas indicatrix jub19', 'keywords caenorhabditis elegans', 'surface sterilization', 'contact', 'methods']",Microbiome & Life in Space,6,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11302229/
505,Protein kinase 2 of the giant sarcomeric protein UNC-89 regulates mitochondrial morphology and function,"['mitochondria correlated mitochondrially', 'signaling sarcomeres mitochondria', 'function pk2 ktoa', 'inactivate pk2 normally', 'sarcomere organization', 'muscle function', 'match energy requirements']",C. Elegans & Muscle Studies,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11487192/
506,New perspectives on viable microbial communities in low-biomass cleanroom environments,"['pyrosequencing viable bacterial', 'distinct microbial lineages', 'presented findings comprehensive', 'microarray analyses', 'detecting microbes', '16s rrna gene', 'keywords viability microarray', 'propidium monoazide pma']",Bone & Marrow Loss in Mice,5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3554398/
507,Microbial existence in controlled habitats and their resistance to space conditions,"['mice showed largely', 'microbial gut communities', 'mice acute infection', 'immune cell infiltrates', 'recent studies demonstrated', 'lung histopathology', 'improves disease resistance', 'counts cd4 cd8', 'balb mice labc', 'prior infection tb']",Bone & Marrow Loss in Mice,5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10370681/
508,Microbiomes of the dust particles collected from the International Space Station and Spacecraft assembly facilities,"['actinobacteria firmicutes proteobacteria', 'associated microorganisms', 'sampling site information', 'propulsion laboratory', 'version article doi', 'polymerase chain', 'authorized users keywords', 'objective', 'supplementary material available']",Bone & Marrow Loss in Mice,5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4624184/
509,"Draft genome sequences of two Aspergillus fumigatus strains, isolated from the International Space Station","['fumigatus strains issft', 'nature virulence characteristics', 'genome sequences aspergillus', 'iss strains', 'f4 opportunistic pathogens', 'opportunistic pathogens isolated', 'draft genome', 'issft 021 if1sw', 'assembled facilitate investigations', 'international space station']",ISS Microbial Genomics,7,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4945788/
510,Characterization of Aspergillus fumigatus isolates from air and surfaces of the International Space Station.,"['microbes proteomic characterization', 'stress responses', 'compared clinical strains', 'enhanced irradiation microgravity', 'strains proteins showed', 'fumigatus strains issft', 'glyoxylate cycle', 'keywords aspergillus fumigatus', 'issft 021', 'clinical strains']",Plant Science in Space (Arabidopsis),8,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9116463/
511,Draft genome sequences of biosafety level 2 opportunistic pathogens isolated from the environmental surfaces of the International Space Station.,"['draft genome sequences', 'influence microgravity pathogenicity', '20 biosafety', 'opportunistic pathogens isolated', 'iss presented genomic', 'space station', 'biosafety level bsl', 'environmental surfaces international', 'genomic', 'strains']",ISS Microbial Genomics,7,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5201052/
512,Draft Genome Sequences of Several Fungal Strains Selected for Exposure to Microgravity at the International Space Station.,"['genome sequences fungal', 'microgravity international', 'novel bioactive compounds', 'production novel bioactive', 'space station presented', 'sequences help understand', 'presented baseline sequences', 'selected exposure', 'compounds', 'strains']",ISS Microbial Genomics,7,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5391430/
513,Human presence impacts fungal diversity of inflated lunar/Mars analog habitat.,"['mycobiome changes presence', 'fungal community structure', 'like davidiellaceae teratosphaeriaceae', 'online version article', 'primarily commissioned', 'method', 'supplementary material', 'authorized users keywords']",Bone & Marrow Loss in Mice,5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5504618/
514,Whole metagenome profiles of particulates collected from the International Space Station,[],Unclassified,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5580210/
515,Microbial Characteristics of ISS Environmental Surfaces,"['functional microbiome', 'multispecies communities', 'impact astronaut health', 'environments space earth', 'microbial isolates collected', 'phenotypic characterization iss', 'behaviors suggesting', 'potable water years', 'health life support']",Microbiome & Life in Space,6,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8421509/
516,"Draft Genome Sequences from a Novel Clade of Bacillus cereus Sensu Lato Strains, Isolated from the International Space Station.","['thuringiensis group presented', 'draft genome sequences', 'belonging bacillus anthracis', 'strains russian segment', 'cereus', 'bacillus strains isolated', 'international space station', 'japanese experiment module', 'zvezda', 'strains']",ISS Microbial Genomics,7,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5552977/
517,Draft Genome Sequences of Acinetobacter and Bacillus Strains Isolated from Spacecraft-Associated Surfaces,"['genomes strains 1p01sc', '376 bp 174', 'draft genome sequences', 'report draft genome', 'surfaces exhibiting increased', 'uv radiation exposure', '500', 'report draft', '50v1', 'fo 92 50v1']",ISS Microbial Genomics,7,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5805884/
518,KatharoSeq enables high-throughput microbiome analysis from low-biomass samples,"['resolved unique microbiomes', 'bioinformatic methods', 'neonatal intensive care', 'abalone rearing facility', 'paracoccus marcusii mycobacterium', 'katharoseq performed', 'jet propulsion laboratory', 'defined exact sequence', 'methods', '50 500']",C. Elegans & Muscle Studies,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5864415/
519,Draft genome sequence of a clinical isolate of Fusarium fujikuroi isolated from a male patient with acute myeloid leukemia.,"['draft genome sequence', 'patient undergoing chemotherapy', 'refractory acute', 'clinical isolate', 'fujikuroi cultured', 'fusarium fujikuroi cultured', 'present draft', 'cultured', 'myeloid leukemia', 'draft']",ISS Microbial Genomics,7,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6013642/
520,"Draft Genome Sequence of Solibacillus kalamii, Isolated from an Air Filter Aboard the International Space Station","['draft genome sequence', 'kalamii issfr 015', '809 180 bp', 'strain contains', 'space station', 'solibacillus kalamii', 'high energy particulate', 'arrestance filter aboard', 'report draft', '38 61']",ISS Microbial Genomics,7,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5578834/
521,Detection of antimicrobial resistance genes associated with the International Space Station environmental surfaces,"['microbiome dominated organisms', 'using shotgun metagenomics', 'analyses showed strong', 'future space missions', 'download video file', 'analyzed using', 'methods surfaces', 'supplementary material']",ISS Microbial Genomics,7,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9241228/
522,Draft genome sequences of two Fusarium oxysporum isolates cultured from infected Zinnia hybrida plants grown on the International Space Station.,"['genome sequences', 'plants grown onboard', 'cultured infected zinnia', 'onboard international space', 'sequences fusarium', 'hybrida', 'cultured infected', 'plants', 'isolates cultured', 'fusarium oxysporum']",ISS Microbial Genomics,7,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5958250/
523,Characterization of Aspergillus niger Isolated from the International Space Station,"['pyranonigrin biosynthetic gene', 'assays enabled characterization', 'naphtho pyrones therapeutically', 'production aspergillus niger', 'secondary metabolite sm', 'identified findings include', 'keywords secondary metabolites', 'established strain atcc', 'previously undescribed', 'jsc 093350089']",Bone & Marrow Loss in Mice,5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7326050/
524,Multi-drug resistant Enterobacter bugandensis species isolated from the International Space Station and comparative genomic analyses with human pathogenic strains,"['metabolism 635 genes', 'multilocus sequence typing', 'pathogenic properties enterobacter', 'type strain', 'inform future missions', 'version article 10', 'material', 'supplementary material online', 'authorized users keywords', 'performed']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6251167/
525,Succession and persistence of microbial communities and antimicrobial resistance genes associated with International Space Station environmental surfaces,[],Unclassified,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6280456/
526,"International Space Station conditions alter genomics, proteomics, and metabolomics in Aspergillus nidulans.","['secondary metabolite production', 'filamentous fungus aspergillus', 'metabolomic characterization filamentous', 'nidulans genome specific', 'type mutant strains', 'keywords aspergillus nidulans', 'genomics proteomics metabolomics', 'provide valuable insights', 'type strain']",ISS Microbial Genomics,7,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9098231/
527,Proteomic characterization of Aspergillus fumigatus isolated from air and surfaces of the International Space Station.,"['microbes proteomic characterization', 'stress responses', 'compared clinical strains', 'enhanced irradiation microgravity', 'strains proteins showed', 'fumigatus strains issft', 'glyoxylate cycle', 'keywords aspergillus fumigatus', 'issft 021', 'clinical strains']",Plant Science in Space (Arabidopsis),8,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9116463/
528,Genomic Characterization and Virulence Potential of Two Fusarium oxysporum Isolates Cultured from the International Space Station,"['clinical isolate fosc', 'polyketide synthase domains', 'immunocompromised caenorhabditis elegans', 'exposed space characterization', 'health crew', 'table', 'animals', 'oxysporum']",C. Elegans & Muscle Studies,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6426649/
529,Characterization of the total and viable bacterial and fungal communities associated with the International Space Station surfaces.,"['assess microbial communities', 'actinobacteria firmicutes', 'propidium monoazide sample', 'version article 10', 'keywords international space', 'methods', 'authorized users keywords', 'supplementary material available', 'analyzed']",ISS Microbial Genomics,7,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6452512/
530,Proteomic and Metabolomic Characteristics of Extremophilic Fungi Under Simulated Mars Conditions.,"['metabolomic changes differential', 'extremophiles', '30 conidia', 'adaptation phenotypic plasticity', 'fungi associated extreme', 'imv 00236', 'fungi thrive like', 'keywords fungi simulated', 'strains']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6529585/
531,MetaMiner: A Scalable Peptidogenomics Approach for Discovery of Ribosomal Peptide Natural Products with Blind Modifications from Microbial Communities,[],Unclassified,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6952069/
532,Draft Genome Sequences of Sphingomonas Species Associated with the International Space Station,"['draft genome sequences', 'influence microgravity conditions', 'compared earth counterparts', 'potential bioactive compound', 'sequences sphingomonas', 'genomic sequences help', 'international space station', 'sphingomonas strains isolated', 'production important characteristics', 'understanding influence']",ISS Microbial Genomics,7,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7303416/
533,Draft Genome Sequences of Tremellomycetes Strains Isolated from the International Space Station,"['draft genome sequences', 'understanding influence microgravity', 'belonging class tremellomycetes', 'sequences eukaryotic microbial', 'characterization sequences aid', 'potential pathogenicity', 'international space station', 'microbial strains', 'assembled characterization', 'draft']",ISS Microbial Genomics,7,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7317102/
534,Draft Genome Sequences of Rhodotorula mucilaginosa Strains Isolated from the International Space Station,"['mucilaginosa pigmented yeast', 'wgs 28 isolates', 'genome sequences wgs', 'emerging human pathogen', 'identified rhodotorula', 'biological implications', 'enable identification genes', 'synthesizing compounds', 'genes responsible synthesizing', 'wgs 28']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7393961/
535,Draft Genome Sequences of Enterobacteriales Strains Isolated from the International Space Station,"['characterization genome sequences', 'sequences 26 strains', 'members order enterobacteriales', 'potential pathogenic bacteria', 'enterobacteriales characterization', 'generated strains identified', 'sequences enable identification', 'genome sequences 26', 'adapting space environment', '26 strains']",ISS Microbial Genomics,7,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7484075/
536,Draft Genome Sequences of Lactobacillales Isolated from the International Space Station,"['nineteen strains', 'lactobacillales isolated international', 'genome sequences', 'bacteria adapting extreme', 'characterization potentially pathogenic', 'sequences wgs generated', 'wgs permit characterization', 'resupply vehicle', 'international space station', 'conditions space environment']",ISS Microbial Genomics,7,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7516158/
537,Draft Genome Sequences of Klebsiella Species Isolated from the International Space Station,"['phylogenetically identified klebsiella', 'comparative genomic studies', 'genome sequences', '10 bacterial strains', 'using genome', 'strains earth counterparts', 'international space station', 'isolated locations aboard']",ISS Microbial Genomics,7,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7561690/
538,Draft Genome Sequences of Bacillaceae Strains Isolated from the International Space Station.,"['draft genome sequences', 'sequences 29 bacterial', 'space biotechnological applications', 'family bacillaceae collected', '29 bacterial isolates', 'isolates belonging family', 'space station assembled', 'enable understand roles', '29 bacterial']",ISS Microbial Genomics,7,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7595942/
539,Assessing the risk of transfer of microorganisms at the International Space Station due to cargo delivery by commercial resupply vehicles,"['presence actinobacteria proteobacteria', 'environmental microbiome findings', 'analyses revealed presence', 'crv locations sampled', 'interplanetary missions', 'microorganisms capable tolerating', 'ground support equipment', 'establish robust protocols']",Bone & Marrow Loss in Mice,5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7677455/
540,"Methylobacterium ajmalii sp. nov., isolated from the International Space Station","['described methylobacterium species', 'type strain if7sw', 'fatty acid analyses', 'shaped catalase positive', 'diphosphatidylglycerol phosphatidylcholine phosphatidylethanolamine', 'grow optimally temperatures', 'indicum', '32165']",Bone & Marrow Loss in Mice,5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8005752/
541,Draft Genome Sequences of Aspergillus and Penicillium Species Isolated from the International Space Station and Crew Resupply Vehicle Capsule,"['draft genome sequences', '30 fungal strains', 'allow detailed genomic', 'aspergillus genera assembled', 'biotechnological industries', 'wgs 30', 'applications importance space', 'international space station', 'characterization', 'penicillium aspergillus']",ISS Microbial Genomics,7,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8104057/
542,Advances in Space Microbiology,"['patterns mhc diversity', 'understanding diversity', 'coevolution develop effective', 'immune responses', 'altitudinal gradients', 'infectious disease studies', 'exploring geographic temporal', 'develop effective measures', 'keywords climate change', 'resistance genes encoding']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12034939/
543,Effects of simulated microgravity on the proteome and secretome of the polyextremotolerant black fungus Knufia chersonesos.,"['black fungi extremophiles', 'secretome wild type', 'knufia chersonesos syn', 'keywords microgravity', 'implications future astrobiological', 'dihydroxynaphthalene', 'analyses performed', 'strains']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8012687/
544,Draft Genome Sequences of Various Bacterial Phyla Isolated from the International Space Station,"['habitat microbiome enables', '14 species isolated', 'microbial tracking', 'genome sequences generated', 'generated 96 bacterial', 'astronaut', 'characterization', 'evolution secondary pathogens', '96 bacterial strains']",ISS Microbial Genomics,7,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8086211/
545,Evaluating the lettuce metatranscriptome with MinION sequencing for future spaceflight food production applications,"['activity crop microbiomes', 'using metatranscriptomics enriched', 'monitoring transcriptional activity', 'demonstrate feasibility using', 'host microbe', 'rna sequenced using', 'improving plant health', 'provide crew', 'subject terms microbiology']",Microbiome & Life in Space,6,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8211661/
546,Investigation of Spaceflight Induced Changes to Astronaut Microbiomes,"['functions including lipid', 'liver metabolism functions', 'microgravity induces imbalances', 'microgravity smg group', 'make rodents', 'keywords microgravity', 'astronauts']",Animal Physiology & Spaceflight Stress,3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11988970/
547,Genomic Characterization of Potential Plant Growth-Promoting Features of Sphingomonas Strains Isolated from the International Space Station,"['members sphingomonas genus', 'metagenomic sequence analyses', 'systems phytohormone production', 'sanguinis paucimobilis strains', 'characterizing biotechnologically important', 'type strains elucidate', 'pathways associated phosphate', 'self sustainable life', 'earth orbit']",Microbiome & Life in Space,6,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8754149/
548,"Genomic Characterization of the Titan-like Cell Producing Naganishia tulchinskyi, the First Novel Eukaryote Isolated from the International Space Station","['if6sw b1 holotype', 'simulated microgravity conditions', 'microscopy revealed distinct', 'cell walls', 'environmental surfaces aboard', 'exhibited phenotype similar', 'naganishia clustered naganishia', 'species genus naganishia', 'scanning transmission electron', 'genes associated']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8875396/
549,Metabolic modeling of the International Space Station microbiome reveals key microbial interactions.,"['microbiome complementary approaches', 'community metabolic modeling', 'download video file', 'keywords microbial communities', 'electron micrography revealed', 'pantoea genus species', 's40168', 'penicillium', 'material', 'supplementary material available']",Microbiome & Life in Space,6,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9258157/
550,"Microbial Burden Estimation of Food Items, Built Environments, and the International Space Station Using Film Media","['compared agar media', 'media bacterial counts', 'cultivable microbes similar', 'food items', 'microbial diversity composition', 'performed comparably', 'surfaces built environments', '94 96']",Microbiome & Life in Space,6,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9503880/
551,Multidrug-resistant Acinetobacter pittii is adapting to and exhibiting potential succession aboard the International Space Station.,"['survive harsh environments', 'download video file', 'impacting immunocompromised patients', 'antimicrobial susceptibility testing', '10 1186 s40168', 'level', 'material', 'supplementary material available']",Microbiome & Life in Space,6,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9743659/
552,Characterization of metagenome-assembled genomes from the International Space Station.,"['metagenomes phylogenetic analyses', 'characterized amr genes', 'mags 46 mags', 'understand variation related', 'download video file', 'corresponding type strains', 'genomes enable researchers', '21 iss', '01545 keywords']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10233975/
553,Comparative genomic analysis of Cohnella hashimotonis sp. nov. isolated from the International Space Station,"['strain f6_2s_p_1 rhizosphaerae', 'uncharacterized cohnella', 'described cohnella species', 'type strains', '16s gyrb matches', 'positive catalase negative', 'cohnella propose cohnella', 'pangenome', 'april 2018']",ISS Microbial Genomics,7,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10308117/
554,Genomic analysis reveals the presence of emerging pathogenic Klebsiella lineages aboard the International Space Station,"['klebsiella microgravity international', 'monitor microbial communities', 'mobile genetic elements', 'human pathogens', 'divergence respective lineages', 'recent research suggests', 'shed light species', 'community settings', 'methods', 'retrieved iss']",Microbiome & Life in Space,6,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10715203/
555,"Phylogenomics, phenotypic, and functional traits of five novel (Earth-derived) bacterial species isolated from the International Space Station and their prevalence in metagenomes","['paenibacillus vandeheii f6_3s_p_1c', 'previously described bacterial', 'microbiology functional genomics', 'fatty acid profiling', 'genes conferring resistance', 'unraveling microbial mysteries', 'determine species composition', 'total reads mapped', 'analyses performed', 'strains gram stain']",ISS Microbial Genomics,7,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10628120/
556,"Genomic, functional, and metabolic enhancements in multidrug-resistant Enterobacter bugandensis facilitating its persistence and succession in the International Space Station","['unravel evolutionary trajectories', 'associated clinical infections', 'environment implications findings', 'download video file', 'intricacies iss', 'health safety', 'nature stresses space', 'supplementary material available']",Animal Physiology & Spaceflight Stress,3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10960378/
557,"Phylogenomics, phenotypic, and functional traits of five novel (Earth-derived) bacterial species isolated from the International Space Station and their prevalence in metagenomes","['paenibacillus vandeheii f6_3s_p_1c', 'previously described bacterial', 'microbiology functional genomics', 'fatty acid profiling', 'genes conferring resistance', 'unraveling microbial mysteries', 'determine species composition', 'total reads mapped', 'analyses performed', 'strains gram stain']",ISS Microbial Genomics,7,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10628120/
558,Adaptation to space conditions of novel bacterial species isolated from the International Space Station revealed by functional gene annotations and comparative genome analysis,"['microbiome common genes', 'enable bioproduction', 'mobile genetic elements', 'download video file', 'oxidoreductases', 'keywords functional annotation', '10 1186 s40168', 'material', '01916 keywords', 'supplementary material available']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11451251/
559,Spatial regulation of a common precursor from two distinct genes generates metabolite diversity,"['polyketide synthase genes', 'prenyltransferase abpb prenylates', 'heterologous expression terreus', 'expressed different tissues', 'conidia converted melanin', 'generate various backbone', 'tailoring enzymes yield', 'life essential', 'atmela']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5523082/
560,Recent advances in the genome mining of Aspergillus secondary metabolites (covering 2012‚Äì2018).,"['molecules genetic engineering', 'sequencing revealed fungi', 'facilitates product yield', 'proposed biosynthetic pathways', 'understanding genes involved', 'cryptic pathways offer', 'diverse bioactivities', 'nidulans aspergillus fumigatus', 'standard laboratory conditions', 'past years']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6590338/
